town,sales_all,n,median_list_price,median_sold_price,median_sold_vs_ask_pct,median_sold_vs_ask_abs,mean_sold_vs_ask_pct,mean_sold_vs_ask_abs,pct_at_or_under_ask,median_dom,thin
Basking Ridge,401,401,839000,863652,2.86,21000,3.89,34517,31.2,62,
Bedminster,192,192,496500,504000,2.44,11000,3.14,15795,33.9,53,
Berkeley Heights,175,175,829000,890000,6.72,51000,7.42,65818,23.4,58,
Bernardsville,110,110,944500,1050000,2.96,22500,2.83,-593,40.9,62,
Boonton,170,169,665777,712500,2.67,20000,4.42,28022,31.4,62,
Branchburg,252,251,599900,630000,1.94,10600,2.7,16311,39.8,61,
Bridgewater,443,443,650000,700000,2.59,16000,3.54,23903,34.3,62,
Caldwell,213,213,750000,810000,6.06,46000,7.88,60753,25.4,62,
Cedar Grove,115,115,729000,795000,9.35,65100,8.52,58125,15.7,58,
Cedar Knolls,39,39,735000,765000,5.15,35100,6.02,48265,23.1,63,
Chatham,280,280,1299000,1492500,6.58,86000,9.06,118316,25.7,61,
Chester,127,126,921950,937500,2.04,21175,2.84,17650,40.5,67,
Clark,119,119,699999,739999,3.81,25000,2.74,16172,27.7,65,
Colonia,56,56,599900,632500,4.7,30100,4.82,28724,21.4,66,
Cranford,241,241,750000,800000,5.21,36000,6.46,48266,23.7,56,
Denville,271,267,650000,687500,4.0,25000,4.54,28503,30.7,62,
East Hanover,101,101,829000,879000,4.46,38000,5.51,47099,24.8,62,
Edison,136,136,649000,660000,1.33,10000,2.5,16389,40.4,68,
Elmwood Park,45,45,649000,650000,1.12,10000,2.57,14349,46.7,69,
Essex Fells,23,23,1599000,1505000,-1.18,-10000,0.78,-17039,56.5,67,
Fairfield,35,35,799000,835000,4.14,31000,6.55,55956,25.7,67,
Fanwood,97,97,749000,805000,6.94,54000,7.42,56349,21.6,58,
Florham Park,118,118,1049450,1073000,3.4,28800,4.51,39829,34.7,59,
Franklin Lakes,51,51,1679000,1750000,0.0,0,2.84,-893,52.9,98,
Garwood,52,52,677000,700000,3.12,20300,2.48,17252,32.7,62,
Gillette,49,49,649500,680000,2.14,15000,3.87,32213,40.8,66,
Glen Ridge,132,113,899000,1150000,22.36,222500,20.76,219188,10.6,58,
Glen Rock,66,66,927000,1083000,11.25,101500,12.31,115362,12.1,59,
Green Brook,137,137,565000,587500,1.61,10001,2.55,12323,40.9,67,
Hanover Township,81,80,667500,702500,3.96,26000,6.08,41240,27.5,52,
Livingston,303,303,1080000,1170000,2.27,25000,5.09,45730,39.3,67,
Long Valley,152,152,725000,745000,3.09,17750,2.8,16706,33.6,62,
Madison,174,173,1100000,1270000,6.67,62000,8.99,95478,24.9,65,
Maplewood,353,351,875000,1060000,11.37,106000,14.48,137533,14.5,54,
Martinsville,52,52,812000,852500,2.15,22050,2.82,17514,38.5,62,
Mendham,182,182,1150000,1205000,0.0,0,2.2,11984,51.6,69,
Metuchen,56,56,683500,716500,6.15,38000,7.01,51903,25.0,60,
Millburn,87,86,1295000,1408000,6.34,65500,7.44,82822,31.4,62,
Millington,43,43,849000,875000,3.06,26000,4.24,38367,27.9,62,
Montclair,449,405,1050000,1275000,17.76,191000,18.16,207821,13.8,58,
Montville,148,148,764000,792750,3.8,30100,4.17,32175,29.7,70,
Morris Plains,236,235,719000,735000,2.8,16000,4.58,33468,29.4,60,
Morristown,478,477,799900,861000,3.94,31000,5.47,48428,32.7,63,
Mountain Lakes,64,64,1199000,1207500,4.89,45500,6.13,60416,37.5,78,
Mountainside,79,79,949018,1010000,3.43,33050,6.14,64002,34.2,64,
New Providence,162,162,899000,1025500,8.96,76000,9.2,93450,22.8,56,
North Haledon,150,149,649900,670000,2.22,15000,3.7,22461,32.2,71,
Nutley,239,239,614000,657500,4.07,20000,5.03,29624,28.0,65,
Parsippany-Troy Hills,239,237,665000,686500,4.13,25000,4.31,27246,32.1,59,
Pompton Lakes,128,128,499250,525000,3.78,16750,4.48,21310,32.0,68,
Pompton Plains,90,90,649900,664500,2.91,20000,3.15,16566,32.2,62,
Randolph,286,286,750000,804500,3.62,26000,4.97,38258,28.3,64,
Roseland,47,47,755000,765000,4.57,40001,5.88,43630,25.5,61,
Scotch Plains,266,266,875000,921000,4.81,36000,6.63,61135,28.6,62,
Short Hills,182,181,2295000,2413000,3.06,55000,5.3,86459,40.3,70,
South Orange,217,215,969000,1125000,10.56,96000,12.48,131101,15.3,62,
South Plainfield,91,91,550000,570000,2.71,15001,2.86,17105,26.4,66,
Springfield,181,181,639000,675000,4.0,21000,4.94,32583,27.1,62,
Stirling,22,22,687000,692500,4.37,28500,4.69,36014,27.3,56,
Summit,285,285,1319000,1500000,10.18,125000,10.82,148633,23.5,59,
Totowa,73,73,629000,699000,3.39,21000,3.72,17993,28.8,70,
Towaco,69,69,749000,768000,1.6,15100,3.72,38459,37.7,62,
Verona,201,197,675000,782500,7.0,42000,9.87,75988,27.4,61,
Warren,210,209,1199000,1200000,0.0,0,0.95,2753,57.9,75,
Watchung,71,71,999999,1150000,2.38,27100,3.19,31175,42.3,65,
Wayne,554,553,699000,745000,4.43,30000,5.54,41829,24.8,65,
West Orange,522,520,639000,685000,7.55,46550,8.42,56623,20.2,62,
Westfield,408,408,1150000,1318750,7.19,78500,8.81,96225,21.3,56,
Woodbridge,51,51,489000,515000,3.38,20000,4.2,17193,25.5,59,
Woodland Park,209,209,599000,615000,3.41,20000,4.17,23672,30.6,63,
