town,sales_all,n,median_list_price,median_sold_price,median_sold_vs_ask_pct,median_sold_vs_ask_abs,mean_sold_vs_ask_pct,mean_sold_vs_ask_abs,pct_at_or_under_ask,median_dom,thin
Basking Ridge,586,453,839000,863652,2.86,20100,3.98,35489,31.6,63,
Bedminster,303,222,487450,500000,2.35,10550,3.1,12203,32.9,54,
Berkeley Heights,263,206,834500,890000,6.36,50500,7.42,67538,24.3,58,
Bernardsville,183,124,962500,1050000,2.96,22500,2.73,793,41.1,62,
Boonton,327,208,684950,725000,2.42,16000,4.12,26394,33.2,65,
Branchburg,430,320,598500,605000,1.95,10800,2.67,16215,39.4,61,
Bridgewater,716,546,650000,697500,2.29,15000,3.35,22426,36.1,61,
Caldwell,459,241,759000,815000,5.38,36000,7.36,57145,28.2,62,
Cedar Grove,269,136,749000,800000,9.33,65100,8.65,60679,15.4,58,
Cedar Knolls,58,42,729750,750000,4.96,35050,5.88,46865,21.4,63,
Chatham,494,332,1337000,1550309,6.13,77000,8.42,109508,27.7,61,
Chester,220,154,949450,977500,2.12,20050,2.77,18864,40.9,69,
Clark,262,145,700000,740000,2.94,21000,2.66,16241,29.0,63,
Colonia,308,232,615000,637500,2.58,15222,3.47,20899,31.5,72,
Cranford,411,278,757000,810500,5.16,37550,6.48,49026,24.1,57,
Denville,522,318,672450,699900,3.44,25000,4.36,27976,33.0,61,
East Hanover,350,124,844000,892000,4.87,39100,5.75,49948,22.6,62,
Edison,1378,995,599900,615000,0.54,2000,1.65,9668,45.8,72,
Elmwood Park,190,56,634950,645000,1.17,10000,2.54,13156,46.4,71,
Essex Fells,51,27,1562500,1505000,-1.18,-10000,0.28,-29219,59.3,67,
Fairfield,124,40,774450,823000,3.62,30050,5.94,50467,30.0,67,
Fanwood,151,119,749000,805000,6.01,44700,6.9,53073,23.5,58,
Florham Park,239,145,999000,1071000,2.59,25000,4.21,36869,37.2,59,
Franklin Lakes,193,59,1679000,1729000,0.0,0,1.81,-15060,57.6,98,
Garwood,98,64,679000,700000,3.77,25000,3.4,23882,26.6,61,
Gillette,84,59,649999,700000,1.82,15000,3.33,27787,42.4,68,
Glen Ridge,180,130,924450,1195000,22.12,226000,20.8,225926,10.0,58,
Glen Rock,201,81,949000,1100000,9.92,97000,10.8,102529,17.3,59,
Green Brook,326,218,557000,569950,0.88,5000,2.11,10006,43.1,68,
Hanover Township,189,96,682500,707450,3.63,26000,6.05,39067,28.1,52,
Livingston,713,397,1098000,1175000,1.68,16000,4.62,42073,41.8,67,
Long Valley,242,178,735000,756000,3.37,20000,2.91,18375,32.6,63,
Madison,301,202,1175000,1305000,6.21,61000,8.59,93513,27.7,63,
Maplewood,552,409,879000,1060000,10.56,96000,13.69,130661,16.9,55,
Martinsville,85,63,839000,855000,1.64,19100,2.85,16996,39.7,62,
Mendham,252,210,1150000,1155000,0.0,0,2.31,14003,51.4,69,
Metuchen,332,233,698000,720000,3.72,25000,5.19,40580,30.0,60,
Millburn,163,103,1295000,1410000,6.29,51000,6.87,75036,32.0,62,
Millington,60,49,849000,875000,4.52,28000,5.3,47182,24.5,55,
Montclair,800,482,1012500,1225000,17.04,170000,17.46,200237,16.6,59,
Montville,265,174,769450,799408,4.16,31800,4.53,36432,28.2,70,
Morris Plains,465,276,700000,733503,2.7,16000,4.74,34039,31.5,60,
Morristown,906,562,800000,860500,3.88,30000,5.43,49802,33.5,64,
Mountain Lakes,105,82,1199000,1200000,2.13,22000,5.03,51249,42.7,80,
Mountainside,130,92,959500,1037629,3.1,30050,5.5,52056,35.9,64,
New Providence,231,186,899450,1010000,8.9,78500,9.38,93878,21.5,56,
North Haledon,327,172,649950,670000,2.13,15000,3.74,22661,33.7,71,
Nutley,523,276,629450,661000,3.42,19500,4.66,27649,29.7,66,
Parsippany-Troy Hills,475,271,675000,695000,3.9,25000,4.33,27015,32.1,58,
Pompton Lakes,245,148,499900,530000,3.78,17169,4.58,22376,30.4,66,
Pompton Plains,156,99,649900,670000,3.09,20001,3.27,18138,32.3,63,
Randolph,496,341,774000,821000,3.09,25000,4.56,35763,32.0,64,
Roseland,121,55,759999,815000,4.59,40001,6.31,49558,27.3,62,
Scotch Plains,457,327,849000,905000,4.31,30001,6.34,58948,30.3,62,
Short Hills,297,231,2295000,2415000,2.56,50000,5.19,86582,43.3,70,
South Orange,350,257,975000,1115000,10.27,95000,12.17,127576,18.3,62,
South Plainfield,362,255,559900,580000,1.84,11000,2.92,16643,31.8,70,
Springfield,316,211,649000,680000,4.01,22000,5.02,33589,26.5,63,
Stirling,43,32,687000,697500,4.37,28500,4.24,39066,25.0,57,
Summit,468,345,1375000,1525000,8.74,105000,9.97,136073,26.4,59,
Totowa,182,82,629500,669500,3.37,20100,3.27,15251,28.0,71,
Towaco,115,83,750000,785000,1.6,15100,4.09,42937,36.1,64,
Verona,337,225,679900,800000,6.84,42000,9.77,76035,27.6,61,
Warren,422,242,1200000,1210000,0.0,0,0.9,2005,59.1,76,
Watchung,122,88,999950,1087500,0.54,5550,2.39,19423,48.9,70,
Wayne,939,634,699900,748500,4.54,30100,5.67,42999,24.4,65,
West Orange,1005,625,639000,682500,7.3,45000,8.32,56833,21.0,62,
Westfield,642,497,1185000,1300031,6.67,70001,8.32,90923,23.1,57,
Woodbridge,363,273,449999,465000,1.77,7500,3.04,13519,37.7,69,
Woodland Park,497,242,599000,627500,3.25,18500,4.17,24246,31.4,62,
