town,sales_all,n,median_list_price,median_sold_price,median_sold_vs_ask_pct,median_sold_vs_ask_abs,mean_sold_vs_ask_pct,mean_sold_vs_ask_abs,pct_at_or_under_ask,median_dom,thin
Basking Ridge,1163,847,839000,875000,4.01,26000,5.09,40090,27.0,59,
Bedminster,587,376,479000,490000,3.19,15000,3.83,9700,31.1,54,
Berkeley Heights,505,331,799000,850000,6.22,45700,6.94,58634,24.8,58,
Bernardsville,371,252,925000,992050,1.72,13000,2.3,-4930,44.8,65,
Boonton,552,339,639900,670000,2.67,17000,4.3,24567,32.2,63,
Branchburg,802,535,565000,592500,3.11,16000,3.89,22057,32.3,61,
Bridgewater,1360,907,650000,695000,3.0,20000,3.66,24739,32.3,62,
Caldwell,616,310,710000,765500,5.04,30500,6.85,48508,28.4,64,
Cedar Grove,471,215,699000,740000,7.07,51000,7.48,51410,19.1,59,
Cedar Knolls,90,76,622500,632500,4.37,23250,5.05,35518,26.3,62,
Chatham,949,600,1199000,1375000,5.72,57532,7.65,93257,30.0,63,
Chester,412,260,919450,949500,1.86,16490,3.06,23725,39.2,71,
Clark,481,239,675000,665000,3.2,20001,3.15,18402,30.1,62,
Colonia,603,425,599000,620000,2.78,15445,3.85,20828,31.1,70,
Cranford,832,452,725000,770000,5.03,33000,6.1,44019,24.1,56,
Denville,963,496,600000,638750,4.04,25000,4.45,27531,29.2,62,
East Hanover,572,186,789000,832500,4.54,33505,5.12,42405,25.3,61,
Edison,2818,1739,585000,605000,2.34,12000,3.32,17885,35.3,68,
Essex Fells,90,38,1499000,1500000,-0.59,-5000,1.69,-14945,60.5,66,
Fanwood,269,192,700000,760000,6.32,37162,6.68,47758,21.9,61,
Florham Park,464,245,925000,995000,2.71,25000,4.38,38125,38.0,64,
Franklin Lakes,325,91,1595000,1555000,0.0,0,1.72,380,52.7,92,
Garwood,172,103,649000,680000,3.14,20000,3.84,24885,31.1,62,
Gillette,136,93,640000,650000,2.24,15000,3.97,30578,38.7,64,
Glen Ridge,331,207,849000,1100000,21.9,191000,19.55,192076,13.0,58,
Glen Rock,383,147,899000,1020000,10.13,89700,10.81,100281,15.0,60,
Green Brook,495,347,525000,549900,2.1,11000,3.17,14438,36.9,68,
Livingston,1393,630,999999,1117500,2.23,25000,4.96,42782,39.4,68,
Long Valley,492,321,675000,712000,3.54,25000,4.05,25602,30.5,62,
Madison,531,349,1049000,1150000,4.72,50000,7.23,74578,29.8,64,
Maplewood,1017,676,849000,989500,10.0,85000,12.57,115046,18.5,56,
Martinsville,158,114,777500,812500,2.66,22000,3.38,22542,34.2,64,
Mendham,501,353,1100000,1119000,0.11,1000,1.87,4870,49.6,69,
Metuchen,629,404,650000,700000,4.05,25000,5.2,35757,27.7,62,
Millburn,304,196,1188000,1276388,6.34,63500,7.85,85508,30.1,60,
Millington,106,74,849000,875000,4.0,27000,4.24,38655,27.0,63,
Montclair,1437,733,989000,1200000,17.22,161000,18.03,193650,14.7,59,
Montville,634,327,735000,788610,4.77,31211,4.89,34420,28.7,67,
Morris Plains,823,464,670000,710000,4.27,25700,5.17,36036,26.5,59,
Morris Township,407,217,799000,850000,4.0,30000,5.75,47023,28.6,62,
Morristown,1292,810,775000,808500,3.13,23000,4.89,38848,35.2,64,
Mountain Lakes,232,129,1100000,1200000,2.56,28000,4.6,47412,35.7,76,
Mountainside,288,182,905000,970000,4.42,33525,6.19,57975,31.9,64,
New Providence,457,312,857500,930000,8.26,70000,8.73,82877,21.5,55,
North Caldwell,99,53,995000,1055000,4.2,40000,6.0,54561,32.1,58,
Nutley,1033,485,609000,650000,4.92,25001,5.66,32414,27.6,67,
Randolph,912,573,735000,780000,3.88,26000,5.2,38110,28.8,64,
Roseland,239,91,750000,775000,5.11,31000,6.01,45774,26.4,65,
Scotch Plains,835,528,817000,872560,5.45,39550,6.91,61088,27.3,61,
Short Hills,554,395,2188000,2275000,3.15,55000,5.04,78055,40.8,67,
South Orange,669,439,925000,1070102,8.86,74999,11.18,109680,16.6,62,
South Plainfield,760,461,529900,555000,3.33,18000,4.05,20436,26.7,65,
Springfield,631,345,625000,660000,4.0,21000,4.85,31315,26.7,63,
Stirling,92,54,624950,667500,3.66,21000,5.11,33242,31.5,63,
Summit,877,598,1267000,1400000,6.96,75000,8.72,111017,27.1,61,
Towaco,138,100,699500,717500,1.7,14550,4.0,37361,36.0,64,
Verona,645,344,649450,726500,6.25,31000,8.54,64880,30.5,61,
Warren,740,441,1150000,1180000,0.0,0,0.71,760,56.2,73,
Watchung,221,149,989000,999999,0.0,0,2.04,14618,53.0,76,
West Caldwell,123,46,674450,745000,10.19,63555,8.89,58794,17.4,62,
West Orange,1996,1045,599900,652500,7.32,41000,8.54,53345,21.2,62,
Westfield,1261,830,1150000,1260000,5.47,59500,7.39,77795,26.7,59,
Woodbridge,757,459,429000,450000,2.75,12000,3.79,16135,30.3,68,
