address,zip,town,list_date,sold_date,days_on_market,list_price,sold_price,sold_vs_ask_pct,property_type,conflicts,_sources
82 CONCORD AVE.,07452,Glen Rock,2024-02-03,2024-03-07,37,879000,1020000,16.04,Single Family,,"listing_scrape,nj_records"
29 HARDING RD.,07452,Glen Rock,2024-05-02,2024-06-11,45,795000,880000,10.69,Single Family,,"listing_scrape,nj_records"
351 DOREMUS AVE.,07452,Glen Rock,2024-06-04,2024-07-26,56,689000,800000,16.11,Single Family,lot_sqft,"listing_scrape,nj_records"
526 ACKERMAN AVE.,07452,Glen Rock,2024-09-25,2024-11-05,46,650000,743000,14.31,Single Family,garage,"listing_scrape,nj_records"
33 MENDES ST,07834,Denville,2023-05-10,2023-07-07,64,388000,450000,15.98,Single Family,,"listing_scrape,nj_records"
19 Savage U37e5 Rd Unit 5,07834,Denville,2023-06-01,2023-07-11,52,239000,262000,9.62,Condo,,"listing_scrape,nj_records"
29 BENEDICT CRES,07834,Denville,2023-06-05,2023-07-19,49,850000,907000,6.71,Single Family,garage,"listing_scrape,nj_records"
172 FRANKLIN RD,07834,Denville,2023-06-11,2023-08-14,77,699000,720000,3.0,Single Family,,"listing_scrape,nj_records"
5 HARCOURT TER,07834,Denville,2023-05-18,2023-08-14,94,1699999,1750000,2.94,Single Family,garage,"listing_scrape,nj_records"
45 WOODLAND AVE,07834,Denville,2023-06-27,2023-08-18,56,450000,460000,2.22,Single Family,,"listing_scrape,nj_records"
103 HENNING TER,07834,Denville,2023-06-16,2023-08-23,74,725000,675000,-6.9,Townhouse,,"listing_scrape,nj_records"
32 MAGNOLIA AVE,07834,Denville,2023-06-09,2023-08-23,80,650000,700000,7.69,Single Family,,"listing_scrape,nj_records"
1107 WORTHINGTON CT,07834,Denville,2023-06-30,2023-09-15,82,399900,415000,3.78,Condo,,"listing_scrape,nj_records"
3 SUE CT,07834,Denville,2023-09-01,2023-10-05,45,629900,642000,1.92,Single Family,,"listing_scrape,nj_records"
10 FIELD LN,07834,Denville,2023-08-17,2023-10-11,60,489900,530000,8.19,Single Family,,"listing_scrape,nj_records"
14 HEDWIG AVE,07834,Denville,2023-08-15,2023-10-23,65,895000,895000,0.0,Single Family,,"listing_scrape,nj_records"
30 MACKENZIE LN N,07834,Denville,2023-09-01,2023-10-25,58,825000,825000,0.0,Condo,,"listing_scrape,nj_records"
3 HEADLEY CT,07834,Denville,2023-09-07,2023-11-08,66,1350000,1425000,5.56,Single Family,,"listing_scrape,nj_records"
48 RICHWOOD PL,07834,Denville,2023-10-05,2023-11-08,38,450000,484848,7.74,Single Family,,"listing_scrape,nj_records"
47 SUNSET TRL,07834,Denville,2023-11-20,2023-11-16,0,425000,425000,0.0,Single Family,,"listing_scrape,nj_records"
38 MAGNOLIA AVE,07834,Denville,2023-09-12,2023-11-21,76,779000,756000,-2.95,Single Family,,"listing_scrape,nj_records"
3611 SCENIC CT,07834,Denville,2023-10-19,2023-11-22,40,414900,420000,1.23,Townhouse,,"listing_scrape,nj_records"
56 RIVERSIDE DR,07834,Denville,2023-09-22,2023-12-06,79,450000,475000,5.56,Single Family,,"listing_scrape,nj_records"
33 Diamond Spring Rd Apt 1B,07834,Denville,2023-10-23,2023-12-07,66,400000,410000,2.5,Townhouse,,"listing_scrape,nj_records"
28 LAKEWOOD DR,07834,Denville,2023-10-14,2023-12-21,74,725000,840000,15.86,Single Family,,"listing_scrape,nj_records"
12 LONGVIEW TRL,07834,Denville,2023-11-13,2024-01-02,55,340000,350000,2.94,Single Family,,"listing_scrape,nj_records"
6 ARLINGTON DR,07834,Denville,2023-11-16,2024-01-02,54,575000,630000,9.57,Single Family,,"listing_scrape,nj_records"
34 GLATTLY DR,07834,Denville,2023-10-06,2024-01-12,104,799900,840000,5.01,Condo,,"listing_scrape,nj_records"
74 HIGHLAND TRL,07834,Denville,2023-11-13,2024-01-23,78,525000,575000,9.52,Single Family,,"listing_scrape,nj_records"
53 CLIFFSIDE TRL,07834,Denville,2023-12-26,2024-02-05,58,399000,438500,9.9,Single Family,lot_sqft,"listing_scrape,nj_records"
8 ROSE CT,07834,Denville,2023-09-06,2024-03-01,201,655000,550000,-16.03,Single Family,sold_date,"listing_scrape,nj_records"
45 FRONT ST,07834,Denville,2024-02-23,2024-03-04,33,649000,700000,7.86,Single Family,sold_date,"listing_scrape,nj_records"
30 DENVILLE AVE,07834,Denville,2024-01-13,2024-03-05,73,525000,515000,-1.9,Single Family,sold_date,"listing_scrape,nj_records"
26 JADE LN,07834,Denville,2024-01-17,2024-03-15,68,729900,705000,-3.41,Condo,,"listing_scrape,nj_records"
28 OLD BOONTON RD,07834,Denville,2024-02-08,2024-03-21,49,1595000,1525000,-4.39,Single Family,,"listing_scrape,nj_records"
41 WEST GLEN RD,07834,Denville,2024-03-13,2024-04-04,42,785000,785000,0.0,Single Family,,"listing_scrape,nj_records"
71 RIVERSIDE DR,07834,Denville,2024-01-31,2024-04-12,78,479000,490000,2.3,Single Family,,"listing_scrape,nj_records"
8 CANTERBURY RD,07834,Denville,2024-02-27,2024-04-12,49,999000,1130000,13.11,Single Family,year_built,"listing_scrape,nj_records"
146 CASTERLINE RD,07834,Denville,2024-04-24,2024-06-14,56,675000,751000,11.26,Single Family,,"listing_scrape,nj_records"
11 FREEMAN LN,07834,Denville,2024-05-13,2024-06-18,45,400000,420000,5.0,Single Family,,"listing_scrape,nj_records"
54 EAST GLEN RD,07834,Denville,2024-05-13,2024-06-21,44,625000,675000,8.0,Single Family,,"listing_scrape,nj_records"
3108 SCENIC CT,07834,Denville,2024-03-12,2024-07-01,117,524900,535000,1.92,Condo,,"listing_scrape,nj_records"
35 HINCHMAN AVE,07834,Denville,2024-03-04,2024-07-11,140,400000,395000,-1.25,Single Family,,"listing_scrape,nj_records"
17 FOREST TRL,07834,Denville,2024-05-28,2024-07-18,55,525000,575000,9.52,Single Family,,"listing_scrape,nj_records"
21 FRONT ST,07834,Denville,2023-12-07,2024-07-18,231,399000,425000,6.52,Single Family,,"listing_scrape,nj_records"
19 OAK AVE,07834,Denville,2024-06-19,2024-08-01,49,749000,755000,0.8,Single Family,,"listing_scrape,nj_records"
2104 MIDDLEFIELD CT,07834,Denville,2024-05-31,2024-08-15,81,595000,605000,1.68,Condo,,"listing_scrape,nj_records"
12 ARLINGTON DR,07834,Denville,2024-07-08,2024-08-20,49,675000,712000,5.48,Single Family,,"listing_scrape,nj_records"
42 CAMBRIDGE AVE,07834,Denville,2024-06-05,2024-08-22,83,1099999,1150000,4.55,Single Family,,"listing_scrape,nj_records"
118 FLORENCE AVE,07834,Denville,2024-06-24,2024-09-11,84,675000,775000,14.81,Single Family,,"listing_scrape,nj_records"
19 HILLTOP TRL,07834,Denville,2024-08-30,2024-11-01,69,650000,711000,9.38,Single Family,,"listing_scrape,nj_records"
66 CLEARMONT AVE,07834,Denville,2024-08-28,2024-11-01,71,649900,705000,8.48,Single Family,,"listing_scrape,nj_records"
59 MABRO DR,07834,Denville,2024-08-20,2024-11-06,89,900000,975000,8.33,Single Family,,"listing_scrape,nj_records"
128 W SPRINGTOWN RD,07853,Long Valley,2023-05-10,2023-07-05,63,699000,766017,9.59,Single Family,,"listing_scrape,nj_records"
142 N FOUR BRIDGES RD,07853,Long Valley,2023-05-13,2023-11-17,179,489000,490000,0.2,Single Family,year_built,"listing_scrape,nj_records"
350 FAIRVIEW AVE,07853,Long Valley,2023-09-15,2023-11-20,62,459900,526000,14.37,Single Family,,"listing_scrape,nj_records"
18 E MAPLE AVE,07853,Long Valley,2023-10-12,2023-12-13,56,525000,537500,2.38,Single Family,,"listing_scrape,nj_records"
24 E MAPLE AVE,07853,Long Valley,2023-10-18,2023-12-14,50,649000,642000,-1.08,Single Family,,"listing_scrape,nj_records"
54 NAUGHRIGHT RD,07853,Long Valley,2023-09-28,2023-12-21,76,650000,715000,10.0,Single Family,year_built,"listing_scrape,nj_records"
150 W SPRINGTOWN RD,07853,Long Valley,2023-09-27,2024-01-09,125,699900,700000,0.01,Single Family,sold_date,"listing_scrape,nj_records"
139 BLACK RIVER RD,07853,Long Valley,2023-11-09,2024-01-18,54,625000,625000,0.0,Single Family,,"listing_scrape,nj_records"
342 PLEASANT GROVE RD,07853,Long Valley,2023-09-18,2024-01-30,127,749900,750000,0.01,Single Family,,"listing_scrape,nj_records"
3 BARSTANN CT,07853,Long Valley,2023-12-13,2024-02-14,57,699900,685000,-2.13,Single Family,,"listing_scrape,nj_records"
29 OLD FARMERS RD,07853,Long Valley,2024-01-14,2024-02-26,30,499000,510000,2.2,Single Family,,"listing_scrape,nj_records"
6 KRISTA CT,07853,Long Valley,2024-01-01,2024-02-28,51,1299000,1320000,1.62,Single Family,,"listing_scrape,nj_records"
20 WILLIAM WAY,07853,Long Valley,2024-02-05,2024-03-08,45,895000,995000,11.17,Single Family,,"listing_scrape,nj_records"
4 MIDDLESWORTH FARM RD,07853,Long Valley,2024-01-08,2024-03-14,62,999000,1060000,6.11,Single Family,,"listing_scrape,nj_records"
49A ZELLERS RD,07853,Long Valley,2024-01-02,2024-03-18,64,675000,685000,1.48,Single Family,,"listing_scrape,nj_records"
17 ASHWOOD TRL,07853,Long Valley,2024-01-15,2024-03-20,69,700000,775000,10.71,Single Family,,"listing_scrape,nj_records"
53 QUAIL RUN,07853,Long Valley,2023-10-16,2024-03-27,136,850000,850000,0.0,Single Family,sold_date,"listing_scrape,nj_records"
6 ROLLING RIDGE DR,07853,Long Valley,2024-02-09,2024-04-02,65,624900,660000,5.62,Single Family,year_built,"listing_scrape,nj_records"
178 SCHOOLEYS MTN RD,07853,Long Valley,2024-02-22,2024-04-11,55,124900,115000,-7.93,Single Family,,"listing_scrape,nj_records"
20 SANDT LN,07853,Long Valley,2024-02-28,2024-04-16,57,725000,675000,-6.9,Single Family,sold_price;year_built,"listing_scrape,nj_records"
42 WELLINGTON DR,07853,Long Valley,2024-03-25,2024-04-25,35,1050000,1225000,16.67,Single Family,,"listing_scrape,nj_records"
8 ARROWHEAD DR,07853,Long Valley,2024-04-01,2024-06-11,76,575000,592000,2.96,Single Family,,"listing_scrape,nj_records"
1 HUNTER DR,07853,Long Valley,2024-04-29,2024-06-19,57,625000,636000,1.76,Single Family,,"listing_scrape,nj_records"
87 FAWNRIDGE DR,07853,Long Valley,2024-05-13,2024-07-01,63,649900,725000,11.56,Single Family,,"listing_scrape,nj_records"
49 ASCOT DR,07853,Long Valley,2024-05-24,2024-07-10,58,990000,984900,-0.52,Single Family,,"listing_scrape,nj_records"
55 NESTLING WOOD DR,07853,Long Valley,2024-05-10,2024-07-16,75,575000,625000,8.7,Single Family,,"listing_scrape,nj_records"
19 GLEN RIDGE DR,07853,Long Valley,2024-05-28,2024-07-18,55,799900,850000,6.26,Single Family,,"listing_scrape,nj_records"
38B SQUIRE HILL RD,07853,Long Valley,2024-05-30,2024-07-19,56,1100000,999999,-9.09,Single Family,,"listing_scrape,nj_records"
50 ASCOT DR,07853,Long Valley,2024-05-28,2024-07-23,61,1099900,1180000,7.28,Single Family,,"listing_scrape,nj_records"
4 DEER PATH,07853,Long Valley,2024-04-30,2024-07-25,91,445000,552000,24.04,Single Family,,"listing_scrape,nj_records"
6 LAUREL DR,07853,Long Valley,2024-06-10,2024-08-06,65,759900,840000,10.54,Single Family,,"listing_scrape,nj_records"
31 RIDGELINE DR,07853,Long Valley,2024-06-24,2024-08-14,62,1389000,1332500,-4.07,Single Family,,"listing_scrape,nj_records"
26 ANN RD,07853,Long Valley,2024-07-08,2024-08-20,52,695000,788000,13.38,Single Family,,"listing_scrape,nj_records"
10 ASH LN,07869,Randolph,2023-04-18,2023-07-06,89,650000,722000,11.08,Single Family,,"listing_scrape,nj_records"
12 ARROWGATE DR,07869,Randolph,2023-05-17,2023-07-07,60,475000,511000,7.58,Townhouse,,"listing_scrape,nj_records"
39 MISTY MOUNTAIN RD,07869,Randolph,2023-04-26,2023-07-07,76,699900,801000,14.44,Single Family,,"listing_scrape,nj_records"
5 GRIMAL CT,07869,Randolph,2023-05-16,2023-07-07,68,628000,625000,-0.48,Single Family,,"listing_scrape,nj_records"
22 LONGVIEW AVE,07869,Randolph,2023-05-12,2023-07-12,69,425000,455000,7.06,Single Family,,"listing_scrape,nj_records"
72 HIGH AVE,07869,Randolph,2023-05-19,2023-07-13,60,515000,550000,6.8,Single Family,,"listing_scrape,nj_records"
17 FORREST RD,07869,Randolph,2023-05-13,2023-07-18,71,785000,835000,6.37,Single Family,,"listing_scrape,nj_records"
32 DOGWOOD TRL,07869,Randolph,2023-06-20,2023-08-03,49,649900,727400,11.92,Single Family,,"listing_scrape,nj_records"
124 WOODMONT DR,07869,Randolph,2023-05-22,2023-08-08,83,579000,565000,-2.42,Condo,,"listing_scrape,nj_records"
15 LAUREL HILL DR,07869,Randolph,2023-06-22,2023-08-17,66,850000,965000,13.53,Single Family,,"listing_scrape,nj_records"
6 VILLAGE CT,07869,Randolph,2023-07-25,2023-08-25,36,700000,760000,8.57,Single Family,,"listing_scrape,nj_records"
15 BURNETT BROOK DR,07869,Randolph,2023-08-07,2023-09-07,36,875000,950000,8.57,Single Family,,"listing_scrape,nj_records"
11 DOLLY BRIDGE RD,07869,Randolph,2023-07-13,2023-09-09,70,1298000,1300000,0.15,Single Family,,"listing_scrape,nj_records"
9 TROWBRIDGE DR,07869,Randolph,2023-07-25,2023-09-13,62,895000,920000,2.79,Single Family,,"listing_scrape,nj_records"
60 QUAIL RUN,07869,Randolph,2023-07-14,2023-09-15,75,1199000,1195000,-0.33,Single Family,,"listing_scrape,nj_records"
39 LONGVIEW AVE,07869,Randolph,2023-08-18,2023-09-22,39,675000,735000,8.89,Single Family,,"listing_scrape,nj_records"
22 ALDEBARAN DR,07869,Randolph,2023-08-09,2023-10-05,61,950000,944500,-0.58,Single Family,,"listing_scrape,nj_records"
9 OLD COACH RD,07869,Randolph,2023-08-29,2023-10-06,50,750000,800000,6.67,Single Family,,"listing_scrape,nj_records"
1 NEBEN PL,07869,Randolph,2023-08-21,2023-10-07,55,699900,726000,3.73,Single Family,,"listing_scrape,nj_records"
8 EVERGREEN LN,07869,Randolph,2023-08-30,2023-10-16,53,625000,720000,15.2,Single Family,,"listing_scrape,nj_records"
7 WOODED HILL LN,07869,Randolph,2023-09-05,2023-11-07,69,725000,843500,16.34,Single Family,,"listing_scrape,nj_records"
11 RIPPLEWOOD DR,07869,Randolph,2023-09-18,2023-11-15,62,1100000,1220000,10.91,Single Family,,"listing_scrape,nj_records"
15 RADTKE RD,07869,Randolph,2023-10-09,2023-12-01,59,675000,675000,0.0,Single Family,,"listing_scrape,nj_records"
20 BONNELL LN,07869,Randolph,2023-10-17,2023-12-08,56,700000,800000,14.29,Single Family,,"listing_scrape,nj_records"
6 STARLING RD,07869,Randolph,2023-10-24,2023-12-18,48,800000,855000,6.88,Single Family,,"listing_scrape,nj_records"
104 SHADY LN,07869,Randolph,2023-11-17,2023-12-22,39,629000,663000,5.41,Single Family,,"listing_scrape,nj_records"
76 QUAKER AVE,07869,Randolph,2023-11-07,2024-01-03,63,500000,550000,10.0,Single Family,,"listing_scrape,nj_records"
16 LAWRENCE RD,07869,Randolph,2023-11-20,2024-02-06,92,499000,549513,10.12,Single Family,,"listing_scrape,nj_records"
14 NINA PL,07869,Randolph,2023-11-22,2024-02-08,95,699900,685000,-2.13,Single Family,,"listing_scrape,nj_records"
3 VILLAGE CT,07869,Randolph,2024-01-24,2024-03-08,50,868800,941000,8.31,Single Family,,"listing_scrape,nj_records"
172 PARK AVE,07869,Randolph,2023-11-22,2024-03-19,99,649999,650000,0.0,Single Family,,"listing_scrape,nj_records"
35 BLACK BIRCH DR,07869,Randolph,2024-01-10,2024-03-20,77,869000,916000,5.41,Single Family,,"listing_scrape,nj_records"
7 EDGEWOOD TER,07869,Randolph,2024-02-06,2024-03-22,50,850000,880000,3.53,Single Family,,"listing_scrape,nj_records"
23 PRINCE HENRY DR,07869,Randolph,2024-02-20,2024-04-01,54,750000,815000,8.67,Single Family,year_built,"listing_scrape,nj_records"
21 EAGLE CT,07869,Randolph,2024-02-22,2024-04-03,56,825000,925000,12.12,Single Family,,"listing_scrape,nj_records"
15 HILLCREST DR,07869,Randolph,2024-02-19,2024-04-04,52,750000,875950,16.79,Single Family,,"listing_scrape,nj_records"
3 SHERWOOD CT,07869,Randolph,2024-02-05,2024-04-09,84,1375000,1375000,0.0,Single Family,,"listing_scrape,nj_records"
21 CRESTWOOD DR,07869,Randolph,2024-02-28,2024-04-10,46,619000,740000,19.55,Single Family,year_built,"listing_scrape,nj_records"
1538 SUSSEX TPKE,07869,Randolph,2024-02-08,2024-04-17,75,539000,555000,2.97,Multi-Family,,"listing_scrape,nj_records"
30 DRAKE CT,07869,Randolph,2024-02-29,2024-04-19,59,825000,915000,10.91,Single Family,,"listing_scrape,nj_records"
9 NEREWOOD RD,07869,Randolph,2024-05-25,2024-06-13,33,799000,850000,6.38,Single Family,,"listing_scrape,nj_records"
242 QUAKER CHURCH RD,07869,Randolph,2024-04-10,2024-06-17,74,669000,719000,7.47,Single Family,,"listing_scrape,nj_records"
6 OLD CHIMNEY RD,07869,Randolph,2024-04-23,2024-06-19,61,780000,845000,8.33,Single Family,,"listing_scrape,nj_records"
12 REBECCA CT,07869,Randolph,2024-05-21,2024-07-02,62,899900,940000,4.46,Single Family,,"listing_scrape,nj_records"
430 MILLBROOK AVE,07869,Randolph,2024-05-05,2024-07-03,77,599000,620000,3.51,Single Family,,"listing_scrape,nj_records"
43 VALLEY VIEW AVE,07869,Randolph,2024-04-01,2024-07-08,111,574000,580000,1.05,Single Family,,"listing_scrape,nj_records"
14 BUDD ST,07869,Randolph,2024-05-15,2024-07-09,60,575000,603000,4.87,Single Family,,"listing_scrape,nj_records"
152 QUAKER CHURCH RD,07869,Randolph,2024-05-09,2024-07-10,67,689000,720000,4.5,Single Family,,"listing_scrape,nj_records"
7 GOLDEN CORNER WAY,07869,Randolph,2024-05-26,2024-07-15,59,900000,940000,4.44,Single Family,,"listing_scrape,nj_records"
95 PARK AVE,07869,Randolph,2024-05-03,2024-07-17,81,979000,1030000,5.21,Single Family,,"listing_scrape,nj_records"
61 LONGVIEW AVE,07869,Randolph,2024-05-03,2024-07-19,81,865000,885000,2.31,Single Family,,"listing_scrape,nj_records"
14 DEVONSHIRE DR,07869,Randolph,2024-06-11,2024-08-01,65,1200000,1351000,12.58,Single Family,,"listing_scrape,nj_records"
19 E ELIZABETH DR,07869,Randolph,2024-06-18,2024-08-01,48,600000,625000,4.17,Single Family,,"listing_scrape,nj_records"
13 PINNACLE PT,07869,Randolph,2024-06-28,2024-08-08,46,949000,950000,0.11,Single Family,,"listing_scrape,nj_records"
5 LINCOLN RD,07869,Randolph,2024-07-16,2024-08-10,30,834999,975000,16.77,Single Family,,"listing_scrape,nj_records"
25 PHYLLIS PL,07869,Randolph,2024-06-15,2024-08-11,72,969000,999999,3.2,Single Family,,"listing_scrape,nj_records"
5 WINCHESTER TER,07869,Randolph,2024-06-02,2024-08-12,78,950000,950000,0.0,Single Family,,"listing_scrape,nj_records"
32 RIDGEWOOD DR,07869,Randolph,2024-07-22,2024-08-15,34,600000,610000,1.67,Condo,,"listing_scrape,nj_records"
31 BARBARA DR,07869,Randolph,2024-07-02,2024-08-16,54,1295000,1250000,-3.47,Single Family,,"listing_scrape,nj_records"
5 NEREWOOD RD,07869,Randolph,2024-05-18,2024-08-17,103,619000,585000,-5.49,Single Family,,"listing_scrape,nj_records"
12 CENTER GROVE RD,07869,Randolph,2024-07-24,2024-08-20,35,639900,740000,15.64,Single Family,,"listing_scrape,nj_records"
7 WOODMONT DR,07869,Randolph,2024-07-03,2024-08-22,57,540000,540000,0.0,Condo,,"listing_scrape,nj_records"
57 HERITAGE CT,07869,Randolph,2024-06-10,2024-09-05,94,949000,1100000,15.91,Single Family,,"listing_scrape,nj_records"
475 MILLBROOK AVE,07869,Randolph,2024-07-23,2024-09-11,56,525000,560000,6.67,Single Family,,"listing_scrape,nj_records"
131 ARROWGATE DR,07869,Randolph,2024-09-04,2024-11-19,82,575000,565000,-1.74,Condo,,"listing_scrape,nj_records"
17 ALDEBARAN DR,07869,Randolph,2024-10-09,2024-12-05,62,859000,780000,-9.2,Single Family,,"listing_scrape,nj_records"
14 HEATHER LN,07869,Randolph,2024-10-01,2024-12-09,75,1250000,1370000,9.6,Single Family,,"listing_scrape,nj_records"
148 KENT PLACE BLVD.,07901,Summit,2023-05-10,2023-07-06,62,2595000,2550000,-1.73,Single Family,,"listing_scrape,nj_records"
82 PORTLAND RD,07901,Summit,2023-05-09,2023-07-12,71,1795000,1876000,4.51,Single Family,,"listing_scrape,nj_records"
18 CANTERBURY LANE,07901,Summit,2023-03-13,2023-07-21,139,2195000,2383000,8.56,Single Family,,"listing_scrape,nj_records"
48 BEDFORD ROAD,07901,Summit,2023-05-18,2023-07-24,73,1999948,2125000,6.25,Single Family,,"listing_scrape,nj_records"
15 VALEMONT WAY,07901,Summit,2023-05-10,2023-07-26,81,750000,833500,11.13,Single Family,,"listing_scrape,nj_records"
192 KENT PLACE BLVD,07901,Summit,2023-06-21,2023-08-02,50,1100000,1080000,-1.82,Single Family,,"listing_scrape,nj_records"
51 SUNSET DR,07901,Summit,2023-06-02,2023-08-02,68,2995000,3016000,0.7,Single Family,,"listing_scrape,nj_records"
17 HUGHES PL,07901,Summit,2023-04-25,2023-08-16,117,679000,720000,6.04,Single Family,,"listing_scrape,nj_records"
42 ELM STREET UNIT 38A,07901,Summit,2023-06-23,2023-08-18,60,559000,575000,2.86,Condo,,"listing_scrape,nj_records"
190 KENT PLACE BLVD,07901,Summit,2023-07-10,2023-08-24,50,1025000,985000,-3.9,Single Family,,"listing_scrape,nj_records"
22 DIVISION AVE,07901,Summit,2023-07-12,2023-09-01,55,849000,999999,17.79,Single Family,,"listing_scrape,nj_records"
25 RUSSELL PL,07901,Summit,2023-07-14,2023-09-07,62,699900,695000,-0.7,Single Family,,"listing_scrape,nj_records"
12 SHADYSIDE AVE,07901,Summit,2023-07-12,2023-09-18,75,1100000,999999,-9.09,Single Family,,"listing_scrape,nj_records"
11 EUCLID AVENUE UNIT 7B,07901,Summit,2023-09-18,2023-10-06,28,779000,852000,9.37,Condo,,"listing_scrape,nj_records"
85 KENT PLACE BLVD,07901,Summit,2023-04-21,2023-10-06,174,1699900,1640000,-3.52,Single Family,,"listing_scrape,nj_records"
